EncuestaID,RangoEdad,Genero,Departamento,FrecuenciaConsumoSnacks,SaborPreferido,Snack
134,18 - 24 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
135,35 - 44 Años,Prefiero No Indicarlo,Alta Verapaz,1 A 2 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
135,35 - 44 Años,Prefiero No Indicarlo,Alta Verapaz,1 A 2 Veces Por Semana,Salado Tradicional,Hot Stadium Peanuts
136,18 - 24 Años,Masculino,Zacapa,1 A 2 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
136,18 - 24 Años,Masculino,Zacapa,1 A 2 Veces Por Semana,Salado Tradicional,Hot Stadium Peanuts
136,18 - 24 Años,Masculino,Zacapa,1 A 2 Veces Por Semana,Salado Tradicional,Futbolmix
137,45 - 54 Años,Masculino,Quiché,1 A 2 Veces Por Semana,Queso,Gol Nachos Supreme
138,45 - 54 Años,Masculino,Sacatepéquez,3 A 5 Veces Por Semana,Limón,Hot Stadium Peanuts
139,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
140,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
140,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
141,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Mundialitos Queso Picante
141,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Fan Chips Jalapeño
142,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Futbolmix
142,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
142,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Energy Crunch Protein
143,25 - 34 Años,Masculino,Guatemala,Rara Vez,Barbacoa,Fan Chips Jalapeño
144,35 - 44 Años,Masculino,Quiché,1 A 2 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
145,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Chocokick Bites
146,25 - 34 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Caramelo,Chocokick Bites
146,25 - 34 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Caramelo,Hot Stadium Peanuts
147,55 Años O Más,Femenino,Guatemala,Todos Los Días,Barbacoa,Victory Pretzels
148,55 Años O Más,Femenino,Escuintla,Varias Veces Al Mes,Jalapeño,Caramel Goal Popcorn
148,55 Años O Más,Femenino,Escuintla,Varias Veces Al Mes,Jalapeño,Victory Pretzels
148,55 Años O Más,Femenino,Escuintla,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
149,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
149,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
150,55 Años O Más,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
151,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Caramel Goal Popcorn
151,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
152,25 - 34 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Hot Stadium Peanuts
152,25 - 34 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Gol Nachos Supreme
152,25 - 34 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Energy Crunch Protein
153,35 - 44 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Dulce,Crunchmax Bbq
154,25 - 34 Años,Masculino,Chimaltenango,Todos Los Días,Queso,Crunchmax Bbq
154,25 - 34 Años,Masculino,Chimaltenango,Todos Los Días,Queso,Gol Nachos Supreme
155,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
155,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
156,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Crunchmax Bbq
156,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
156,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Futbolmix
157,25 - 34 Años,Prefiero No Indicarlo,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Crunchmax Bbq
158,25 - 34 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
158,25 - 34 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Jalapeño,Energy Crunch Protein
159,35 - 44 Años,Femenino,Chimaltenango,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
160,35 - 44 Años,Femenino,Guatemala,Rara Vez,Barbacoa,Hot Stadium Peanuts
160,35 - 44 Años,Femenino,Guatemala,Rara Vez,Barbacoa,Caramel Goal Popcorn
161,35 - 44 Años,Masculino,Huehuetenango,Varias Veces Al Mes,Picante Chapín,Futbolmix
162,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Energy Crunch Protein
163,Menos De 18 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Futbolmix
163,Menos De 18 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Chocokick Bites
163,Menos De 18 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
164,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Gol Nachos Supreme
164,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Victory Pretzels
164,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
165,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Gol Nachos Supreme
165,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Mundialitos Queso Picante
166,55 Años O Más,Masculino,Zacapa,Todos Los Días,Picante Chapín,Crunchmax Bbq
166,55 Años O Más,Masculino,Zacapa,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
166,55 Años O Más,Masculino,Zacapa,Todos Los Días,Picante Chapín,Futbolmix
167,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Mundialitos Queso Picante
167,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Gol Nachos Supreme
167,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Crunchmax Bbq
168,18 - 24 Años,Masculino,Chiquimula,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
168,18 - 24 Años,Masculino,Chiquimula,3 A 5 Veces Por Semana,Barbacoa,Futbolmix
168,18 - 24 Años,Masculino,Chiquimula,3 A 5 Veces Por Semana,Barbacoa,Crunchmax Bbq
169,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Hot Stadium Peanuts
169,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Caramel Goal Popcorn
170,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Hot Stadium Peanuts
171,25 - 34 Años,Femenino,Alta Verapaz,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
171,25 - 34 Años,Femenino,Alta Verapaz,1 A 2 Veces Por Semana,Picante Chapín,Chocokick Bites
172,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
173,Menos De 18 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
173,Menos De 18 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
173,Menos De 18 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Gol Nachos Supreme
174,18 - 24 Años,Femenino,Guatemala,Todos Los Días,Caramelo,Futbolmix
175,Menos De 18 Años,Masculino,San Marcos,Rara Vez,Jalapeño,Mundialitos Queso Picante
176,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
177,35 - 44 Años,Masculino,Petén,Varias Veces Al Mes,Jalapeño,Chocokick Bites
177,35 - 44 Años,Masculino,Petén,Varias Veces Al Mes,Jalapeño,Gol Nachos Supreme
177,35 - 44 Años,Masculino,Petén,Varias Veces Al Mes,Jalapeño,Crunchmax Bbq
178,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Gol Nachos Supreme
179,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Barbacoa,Gol Nachos Supreme
180,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Dulce,Hot Stadium Peanuts
180,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Dulce,Victory Pretzels
181,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
181,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Energy Crunch Protein
181,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Chocokick Bites
182,35 - 44 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
182,35 - 44 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
183,18 - 24 Años,Masculino,Jalapa,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
184,25 - 34 Años,Femenino,Petén,1 A 2 Veces Por Semana,Queso,Caramel Goal Popcorn
184,25 - 34 Años,Femenino,Petén,1 A 2 Veces Por Semana,Queso,Victory Pretzels
184,25 - 34 Años,Femenino,Petén,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
185,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
186,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
186,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
186,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
187,55 Años O Más,Masculino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
187,55 Años O Más,Masculino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
188,25 - 34 Años,Masculino,Santa Rosa,Varias Veces Al Mes,Caramelo,Chocokick Bites
188,25 - 34 Años,Masculino,Santa Rosa,Varias Veces Al Mes,Caramelo,Fan Chips Jalapeño
188,25 - 34 Años,Masculino,Santa Rosa,Varias Veces Al Mes,Caramelo,Crunchmax Bbq
189,18 - 24 Años,Femenino,Zacapa,Rara Vez,Barbacoa,Caramel Goal Popcorn
190,45 - 54 Años,Femenino,Guatemala,Rara Vez,Queso,Chocokick Bites
190,45 - 54 Años,Femenino,Guatemala,Rara Vez,Queso,Fan Chips Jalapeño
190,45 - 54 Años,Femenino,Guatemala,Rara Vez,Queso,Mundialitos Queso Picante
191,18 - 24 Años,Masculino,Escuintla,Todos Los Días,Salado Tradicional,Caramel Goal Popcorn
192,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Fan Chips Jalapeño
192,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Crunchmax Bbq
193,25 - 34 Años,Femenino,Baja Verapaz,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
193,25 - 34 Años,Femenino,Baja Verapaz,1 A 2 Veces Por Semana,Barbacoa,Victory Pretzels
193,25 - 34 Años,Femenino,Baja Verapaz,1 A 2 Veces Por Semana,Barbacoa,Futbolmix
194,18 - 24 Años,Masculino,Petén,1 A 2 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
194,18 - 24 Años,Masculino,Petén,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
194,18 - 24 Años,Masculino,Petén,1 A 2 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
195,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Limón,Hot Stadium Peanuts
196,18 - 24 Años,Prefiero No Indicarlo,Escuintla,Todos Los Días,Chocolate,Chocokick Bites
196,18 - 24 Años,Prefiero No Indicarlo,Escuintla,Todos Los Días,Chocolate,Mundialitos Queso Picante
197,45 - 54 Años,Femenino,Sacatepéquez,Todos Los Días,Chocolate,Chocokick Bites
198,45 - 54 Años,Masculino,Huehuetenango,Todos Los Días,Limón,Mundialitos Queso Picante
199,45 - 54 Años,Masculino,Izabal,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
199,45 - 54 Años,Masculino,Izabal,3 A 5 Veces Por Semana,Queso,Energy Crunch Protein
199,45 - 54 Años,Masculino,Izabal,3 A 5 Veces Por Semana,Queso,Hot Stadium Peanuts
200,18 - 24 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
200,18 - 24 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
200,18 - 24 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
201,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Futbolmix
201,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Crunchmax Bbq
202,25 - 34 Años,Femenino,Baja Verapaz,Todos Los Días,Queso,Energy Crunch Protein
203,18 - 24 Años,Femenino,Sololá,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
203,18 - 24 Años,Femenino,Sololá,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
203,18 - 24 Años,Femenino,Sololá,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
204,35 - 44 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Limón,Hot Stadium Peanuts
204,35 - 44 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
204,35 - 44 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Limón,Caramel Goal Popcorn
205,Menos De 18 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
205,Menos De 18 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Gol Nachos Supreme
206,55 Años O Más,Femenino,Guatemala,Todos Los Días,Queso,Energy Crunch Protein
206,55 Años O Más,Femenino,Guatemala,Todos Los Días,Queso,Chocokick Bites
206,55 Años O Más,Femenino,Guatemala,Todos Los Días,Queso,Crunchmax Bbq
207,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Chocolate,Crunchmax Bbq
207,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Chocolate,Fan Chips Jalapeño
207,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Chocolate,Hot Stadium Peanuts
208,35 - 44 Años,Femenino,El Progreso,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
208,35 - 44 Años,Femenino,El Progreso,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
208,35 - 44 Años,Femenino,El Progreso,3 A 5 Veces Por Semana,Barbacoa,Victory Pretzels
209,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
210,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
210,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
210,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
211,55 Años O Más,Masculino,Baja Verapaz,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
212,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Energy Crunch Protein
212,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Caramel Goal Popcorn
212,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
213,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Gol Nachos Supreme
214,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Limón,Gol Nachos Supreme
215,45 - 54 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Salado Tradicional,Victory Pretzels
215,45 - 54 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Salado Tradicional,Chocokick Bites
216,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Chocokick Bites
216,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
216,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Hot Stadium Peanuts
217,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
217,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
218,45 - 54 Años,Masculino,Guatemala,Rara Vez,Barbacoa,Gol Nachos Supreme
219,35 - 44 Años,Femenino,Chimaltenango,Todos Los Días,Limón,Fan Chips Jalapeño
220,18 - 24 Años,Femenino,Alta Verapaz,Varias Veces Al Mes,Queso,Crunchmax Bbq
221,18 - 24 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Limón,Mundialitos Queso Picante
221,18 - 24 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Limón,Futbolmix
222,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Victory Pretzels
222,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
223,Menos De 18 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
224,35 - 44 Años,Masculino,Chimaltenango,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
224,35 - 44 Años,Masculino,Chimaltenango,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
225,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
225,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
225,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
226,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
226,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Futbolmix
226,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
227,35 - 44 Años,Masculino,Alta Verapaz,Varias Veces Al Mes,Salado Tradicional,Fan Chips Jalapeño
228,35 - 44 Años,Femenino,Chimaltenango,Todos Los Días,Jalapeño,Crunchmax Bbq
229,45 - 54 Años,Femenino,Jalapa,1 A 2 Veces Por Semana,Barbacoa,Energy Crunch Protein
230,Menos De 18 Años,Masculino,Guatemala,Todos Los Días,Chocolate,Hot Stadium Peanuts
230,Menos De 18 Años,Masculino,Guatemala,Todos Los Días,Chocolate,Gol Nachos Supreme
231,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Energy Crunch Protein
231,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Hot Stadium Peanuts
231,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Gol Nachos Supreme
232,Menos De 18 Años,Prefiero No Indicarlo,Escuintla,3 A 5 Veces Por Semana,Limón,Energy Crunch Protein
232,Menos De 18 Años,Prefiero No Indicarlo,Escuintla,3 A 5 Veces Por Semana,Limón,Crunchmax Bbq
233,18 - 24 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Queso,Hot Stadium Peanuts
233,18 - 24 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
234,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Jalapeño,Energy Crunch Protein
234,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
235,25 - 34 Años,Prefiero No Indicarlo,Guatemala,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
235,25 - 34 Años,Prefiero No Indicarlo,Guatemala,Varias Veces Al Mes,Limón,Gol Nachos Supreme
236,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Energy Crunch Protein
237,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Dulce,Mundialitos Queso Picante
237,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Dulce,Chocokick Bites
238,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
238,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
238,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Energy Crunch Protein
239,35 - 44 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Crunchmax Bbq
239,35 - 44 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
240,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
240,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
240,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
241,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
241,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Victory Pretzels
242,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Queso,Gol Nachos Supreme
242,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Queso,Mundialitos Queso Picante
242,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Queso,Energy Crunch Protein
243,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
243,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
244,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
244,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
245,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Todos Los Días,Limón,Crunchmax Bbq
245,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Todos Los Días,Limón,Energy Crunch Protein
245,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Todos Los Días,Limón,Chocokick Bites
246,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Chocokick Bites
247,25 - 34 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
247,25 - 34 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Barbacoa,Victory Pretzels
248,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Jalapeño,Victory Pretzels
249,45 - 54 Años,Masculino,Quetzaltenango,Varias Veces Al Mes,Chocolate,Energy Crunch Protein
250,45 - 54 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Limón,Futbolmix
251,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
251,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
251,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Gol Nachos Supreme
252,55 Años O Más,Femenino,Guatemala,3 A 5 Veces Por Semana,Dulce,Victory Pretzels
252,55 Años O Más,Femenino,Guatemala,3 A 5 Veces Por Semana,Dulce,Crunchmax Bbq
253,25 - 34 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
253,25 - 34 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
254,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Gol Nachos Supreme
254,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
254,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Energy Crunch Protein
255,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Gol Nachos Supreme
255,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
256,45 - 54 Años,Masculino,Santa Rosa,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
256,45 - 54 Años,Masculino,Santa Rosa,1 A 2 Veces Por Semana,Queso,Energy Crunch Protein
257,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Limón,Fan Chips Jalapeño
257,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Limón,Caramel Goal Popcorn
257,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Limón,Futbolmix
258,45 - 54 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
258,45 - 54 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
259,25 - 34 Años,Femenino,Guatemala,Rara Vez,Limón,Fan Chips Jalapeño
259,25 - 34 Años,Femenino,Guatemala,Rara Vez,Limón,Mundialitos Queso Picante
259,25 - 34 Años,Femenino,Guatemala,Rara Vez,Limón,Chocokick Bites
260,45 - 54 Años,Masculino,Sacatepéquez,Todos Los Días,Barbacoa,Futbolmix
261,55 Años O Más,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Chocolate,Chocokick Bites
261,55 Años O Más,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Chocolate,Gol Nachos Supreme
