EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra,Disposicion_Gasto_Premium,Segmento_Lealtad_Mundial,Segmento_Edad_Analitico
59,2026-03-06,12:51:11,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,Hot Stadium Peanuts,Jalapeño,Familiar,Menos De Q10,Sí,Sí,Inglaterra,Probablemente sí,Nueva Zelanda,Kylian Mbappé; Neymar Jr.,Una selección nacional,Descuento directo,No,Edición Brasil,Moderada,Casual,Jóvenes (<25)
60,2026-03-29,11:39:33,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,1 A 2 Veces Por Semana,Otro,Amigos,Menos De Q25,CrunchMax BBQ,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Argentina,Tal vez,Brasil,Federico Valverde,Un jugador famoso,Descuento directo,No,Edición España,Sensible Al Precio,Espectador Pasivo,Adulto Maduro (35-54)
61,2026-02-06,16:19:28,55 Años O Más,Femenino,Guatemala,Mixco,Estudiante,3 A 5 Veces Por Semana,Otro,Familia,Q101 - Q150,CrunchMax BBQ,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Brasil,Definitivamente sí,Uruguay,Julián Álvarez; Neymar Jr.,Un jugador famoso,2x1,No,Edición Con Jugadores Famosos,Sensible Al Precio,Espectador Pasivo,Adulto Mayor (55+)
62,2026-04-15,22:05:23,55 Años O Más,Masculino,Escuintla,Palín,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Hot Stadium Peanuts,Barbacoa,Individual,Q21 - Q30,No,Sí,Inglaterra,Definitivamente sí,Portugal,Rodri; Cristiano Ronaldo,Un jugador famoso,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Mayor (55+)
63,2026-04-16,16:26:02,18 - 24 Años,Femenino,Santa Rosa,Otro municipio,Profesional Independiente,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,Victory Pretzels; ChocoKick Bites,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Brasil,Probablemente no,México,Julián Álvarez; Cristiano Ronaldo,Un jugador famoso,Sorteo de balones,Sí,Edición Francia,Moderada,Casual,Jóvenes (<25)
64,2026-04-02,20:04:58,25 - 34 Años,Masculino,San Marcos,Otro municipio,Profesional Independiente,3 A 5 Veces Por Semana,,Compañeros de trabajo,Menos De Q25,Gol Nachos Supreme; FutbolMix; CrunchMax BBQ,Barbacoa,Individual,Menos De Q10,Sí,Sí,Austria,Probablemente sí,México,Lionel Messi; Jude Bellingham; Cristiano Ronaldo,Una selección nacional,Sorteo de camisetas,Sí,Edición Francia,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
65,2026-04-27,12:41:53,Menos De 18 Años,Femenino,El Progreso,El Progreso,Jubilado,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Q101 - Q150,Mundialitos Queso Picante; ChocoKick Bites,Salado Tradicional,Tamaño Fiesta O Reunión,Q10 - Q15,No,Sí,Argentina,Tal vez,México,Neymar Jr.,Historias de aficionados,Sorteo de camisetas,No,Edición Mundial Fifa 2026,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
66,2026-02-21,15:38:32,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q51 - Q100,Gol Nachos Supreme,Limón,Individual,Q16 - Q20,Sí,Sí,Estados Unidos,Definitivamente no,Uruguay,Julián Álvarez; Cristiano Ronaldo,Un jugador famoso,2x1,No,Edición Inglaterra,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
67,2026-04-04,10:41:19,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Familia,Q25 - Q50,Mundialitos Queso Picante; Victory Pretzels; FutbolMix,Salado Tradicional,Familiar,Q16 - Q20,Sí,Sí,Türkiye,Definitivamente sí,Alemania,Lionel Messi; Vinícius Júnior,Un jugador famoso,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
68,2026-01-15,20:39:40,Menos De 18 Años,Femenino,Escuintla,Escuintla,Ama De Casa,Varias Veces Al Mes,Tienda de barrio,Solo,Q25 - Q50,ChocoKick Bites; Gol Nachos Supreme,Caramelo,Familiar,Q16 - Q20,No,Sí,México,Tal vez,Portugal,Lionel Messi; Kylian Mbappé,Un jugador famoso,Sorteo de camisetas,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Jóvenes (<25)
69,2026-03-15,15:35:21,18 - 24 Años,Masculino,Guatemala,Mixco,Empresario,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Otro,Q51 - Q100,FutbolMix,Limón,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,España,Definitivamente no,Brasil,Neymar Jr.; Lionel Messi,Premios y sorteos,Sorteo de viajes,No,Edición Argentina,Premium Alta,Espectador Pasivo,Jóvenes (<25)
70,2026-02-26,18:48:18,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Estudiante,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Fan Chips Jalapeño,Jalapeño,Familiar,Q16 - Q20,Sí,Sí,Japón,Tal vez,España,Kylian Mbappé; Christian Pulisic,Una selección nacional,Producto gratis,Sí,Edición Argentina,Premium Alta,Casual,Adulto Maduro (35-54)
71,2026-01-27,07:04:36,45 - 54 Años,Femenino,Escuintla,Escuintla,Profesional Independiente,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,FutbolMix,Limón,Familiar,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,España,Neymar Jr.; Kylian Mbappé,Premios y sorteos,2x1,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
72,2026-05-01,15:20:49,45 - 54 Años,Femenino,Guatemala,Mixco,,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,ChocoKick Bites; Victory Pretzels,Chocolate,Familiar,Q10 - Q15,Sí,Sí,Inglaterra,Probablemente no,Francia,Lionel Messi; Lamine Yamal; Harry Kane,Premios y sorteos,Descuento directo,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Maduro (35-54)
73,2026-02-07,12:46:28,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,ChocoKick Bites; Hot Stadium Peanuts,Limón,Para Compartir Entre 2 Personas,Menos De Q10,No,Sí,Brasil,Definitivamente sí,Argentina,Lionel Messi; Ninguno,Humor,Tarjetas coleccionables,No,Edición España,Moderada,Espectador Pasivo,Jóvenes (<25)
74,2026-04-16,16:04:50,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Público,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Más De Q150,Fan Chips Jalapeño,Salado Tradicional,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,No,Noruega,Tal vez,Colombia,Vinícius Júnior,Humor,Sorteo de viajes,No,Edición Brasil,Moderada,Espectador Pasivo,Jóvenes (<25)
75,2026-01-19,08:45:23,25 - 34 Años,Masculino,Quetzaltenango,Olintepeque,Profesional Independiente,Todos Los Días,Tienda de barrio,Amigos,Menos De Q25,Caramel Goal Popcorn; FutbolMix; Mundialitos Queso Picante,Caramelo,Individual,Q16 - Q20,No,Sí, BRASIL ,Probablemente no,Argentina,Kylian Mbappé; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición España,Sensible Al Precio,Casual,Adulto Joven (25-34)
76,2026-03-02,17:16:39,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,CrunchMax BBQ,Chocolate,Individual,Menos De Q10,No,Sí,Alemania,Probablemente sí,Argentina,Lionel Messi; Federico Valverde; Vinícius Júnior,Una selección nacional,2x1,No,Edición Brasil,Moderada,Casual,Adulto Joven (25-34)
77,2026-05-05,18:39:40,25 - 34 Años,Masculino,Retalhuleu,Otro municipio,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Q25 - Q50,Caramel Goal Popcorn; CrunchMax BBQ; ChocoKick Bites,Caramelo,Individual,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,Brasil,Cristiano Ronaldo; Neymar Jr.,Historias de aficionados,Descuento directo,No,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
78,2026-04-15,22:25:07,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Jubilado,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Colombia,Probablemente sí, ESTADOS UNIDOS ,Jude Bellingham; Lionel Messi; Lamine Yamal,Un jugador famoso,Tarjetas coleccionables,No,Edición Brasil,Moderada,Casual,Adulto Maduro (35-54)
79,2026-01-11,15:13:07,25 - 34 Años,Femenino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn,Picante Chapín,Individual,,Sí,Sí,Brasil,Probablemente sí,Bosnia y Herzegovina,Harry Kane; Cristiano Ronaldo,Una selección nacional,Sorteo de viajes,Sí,Edición Inglaterra,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
80,2026-03-24,13:33:14,25 - 34 Años,Masculino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Menos De Q25,Gol Nachos Supreme; CrunchMax BBQ,Salado Tradicional,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Inglaterra,Definitivamente sí,Irán,Kylian Mbappé; Christian Pulisic,Un jugador famoso,Sorteo de viajes,No,Edición Inglaterra,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
81,2026-03-09,20:45:03,25 - 34 Años,Masculino,Retalhuleu,Otro municipio,Jubilado,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,FutbolMix; Fan Chips Jalapeño,Caramelo,Individual,Q16 - Q20,Sí,Sí,Alemania,Probablemente no,Colombia,Neymar Jr.; Kylian Mbappé; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,No,Edición España,Moderada,Espectador Pasivo,Adulto Joven (25-34)
82,2026-04-07,13:00:52,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,Caramel Goal Popcorn; Gol Nachos Supreme,Jalapeño,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,No,España,Tal vez,Brasil,Neymar Jr.,Humor,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
83,2026-04-14,09:29:14,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Estudiante,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos De Q25,Gol Nachos Supreme; CrunchMax BBQ; FutbolMix,Limón,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,México,Tal vez, ESPAÑA ,Kylian Mbappé; Jude Bellingham,Un jugador famoso,Sorteo de viajes,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Joven (25-34)
84,2026-05-05,20:39:30,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa,Rara Vez,Gasolinera,Familia,Q51 - Q100,Victory Pretzels; Mundialitos Queso Picante; CrunchMax BBQ,Barbacoa,Familiar,Q21 - Q30,No,Sí,México,Definitivamente sí,Portugal,Neymar Jr.; Lionel Messi,Historias de aficionados,2x1,Sí,Edición España,Moderada,Casual,Adulto Joven (25-34)
85,2026-01-24,16:41:54,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño; FutbolMix,Picante Chapín,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí,Colombia,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Brasil,Premium Alta,Fanático Target (Alto),Adulto Joven (25-34)
86,2026-01-15,16:30:03,Menos De 18 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante,Varias Veces Al Mes,Supermercado,Compañeros de trabajo,Más De Q150,Gol Nachos Supreme; Hot Stadium Peanuts,Picante Chapín,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,México,Christian Pulisic; Kylian Mbappé,Una selección nacional,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Jóvenes (<25)
87,2026-03-24,11:35:42,55 Años O Más,Femenino,Chimaltenango,Tecpán Guatemala,Comerciante,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Q51 - Q100,ChocoKick Bites; Fan Chips Jalapeño; CrunchMax BBQ,Queso,Familiar,Más De Q30,No,Sí,Brasil,Tal vez,Argentina,Neymar Jr.,Premios y sorteos,Sorteo de camisetas,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Mayor (55+)
88,2026-02-01,09:58:01,35 - 44 Años,Masculino,Quetzaltenango,Coatepeque,Estudiante,1 A 2 Veces Por Semana,Aplicación de delivery,Amigos,Más De Q150,CrunchMax BBQ; Fan Chips Jalapeño,Jalapeño,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Portugal,Definitivamente sí,México,Cristiano Ronaldo; Lamine Yamal; Neymar Jr.,Una selección nacional,Sorteo de balones,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
89,2026-05-10,13:03:27,Menos De 18 Años,Femenino,Guatemala,Guatemala,Empresario,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,CrunchMax BBQ; Fan Chips Jalapeño,Limón,Tamaño Fiesta O Reunión,Más De Q30,No,No,Alemania,Probablemente sí,,Lionel Messi; Jude Bellingham; Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición Argentina,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
90,2026-04-29,07:02:05,55 Años O Más,Femenino,Guatemala,,Ama De Casa,Todos Los Días,Aplicación de delivery,Familia,Q25 - Q50,Caramel Goal Popcorn; Fan Chips Jalapeño; Hot Stadium Peanuts,Queso,Familiar,Q10 - Q15,No,Sí,Colombia,Probablemente sí,Francia,Cristiano Ronaldo,Humor,Sorteo de balones,Sí,Edición Francia,Moderada,Fanático Target (Alto),Adulto Mayor (55+)
91,2026-03-05,18:44:08,18 - 24 Años,Femenino,Petén,Flores,Comerciante,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Victory Pretzels; Fan Chips Jalapeño,Limón,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Producto gratis,Sí,Edición Con Tarjetas Coleccionables,Moderada,Fanático Target (Alto),Jóvenes (<25)
92,2026-02-16,12:18:19,18 - 24 Años,Femenino,Guatemala,Guatemala,Estudiante,3 A 5 Veces Por Semana,Otro,Familia,Q101 - Q150,CrunchMax BBQ,Queso,Tamaño Fiesta O Reunión,Q21 - Q30,No,Sí,Brasil,Definitivamente sí,México,Harry Kane; Cristiano Ronaldo; Vinícius Júnior,Historias de aficionados,Descuento directo,No,Edición Brasil,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
93,2026-04-18,09:49:07,45 - 54 Años,Masculino,Guatemala,Guatemala,Comerciante,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Victory Pretzels; Gol Nachos Supreme; Caramel Goal Popcorn,Jalapeño,Familiar,Q16 - Q20,Sí,No,Suecia,Definitivamente no,Portugal,Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Descuento directo,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
94,2026-03-13,08:33:49,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,Todos Los Días,Gasolinera,Compañeros de trabajo,Q25 - Q50,Fan Chips Jalapeño,Chocolate,Individual,Q21 - Q30,No,No,Argentina,Probablemente no,Portugal,Cristiano Ronaldo; Neymar Jr.; Lamine Yamal,Premios y sorteos,Sorteo de balones,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
95,2026-03-18,07:22:43,25 - 34 Años,Masculino,Guatemala,Guatemala,Ama De Casa,Varias Veces Al Mes,Otro,Familia,Más De Q150,Fan Chips Jalapeño; CrunchMax BBQ,Limón,Individual,Menos De Q10,Sí,Sí,España,Definitivamente sí,Austria,Lionel Messi; Alphonso Davies; Neymar Jr.,Un jugador famoso,Sorteo de viajes,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Joven (25-34)
96,2026-04-07,08:03:07,45 - 54 Años,Masculino,Alta Verapaz,Cabecera municipal,Empleado Público,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos De Q25,Energy Crunch Protein,Jalapeño,Para Compartir Entre 2 Personas,Menos De Q10,Sí,Sí,España,Probablemente sí,Alemania,Vinícius Júnior; Federico Valverde,Un jugador famoso,2x1,Sí,Edición Francia,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
97,2026-04-17,08:17:23,25 - 34 Años,Masculino,El Progreso,El Progreso,Jubilado,Todos Los Días,Aplicación de delivery,Amigos,Q51 - Q100,Victory Pretzels; CrunchMax BBQ; Caramel Goal Popcorn,Picante Chapín,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí,Portugal,Definitivamente sí,España,Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Premium Alta,Casual,Adulto Joven (25-34)
98,2026-02-24,20:42:43,35 - 44 Años,Femenino,Guatemala,Mixco,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Limón,Individual,Q16 - Q20,Sí,Sí,México,Probablemente sí,Curaçao,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición Francia,Premium Alta,Casual,Adulto Maduro (35-54)
99,2026-02-13,14:21:09,25 - 34 Años,Femenino,Totonicapán,Otro municipio,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Menos De Q25,FutbolMix,Picante Chapín,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Argentina,Definitivamente no,México,Lionel Messi,Humor,2x1,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
100,2026-04-30,20:40:47,55 Años O Más,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Mundialitos Queso Picante,Barbacoa,Individual,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Brasil,Lionel Messi; Neymar Jr.; Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Mayor (55+)
101,2026-01-16,14:15:41,18 - 24 Años,Masculino,Escuintla,Escuintla,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Q51 - Q100,Victory Pretzels; Mundialitos Queso Picante; Fan Chips Jalapeño,Limón,Individual,Q10 - Q15,Sí,Sí,Colombia,Tal vez,Irán,Harry Kane; Lionel Messi,Humor,2x1,No,Edición Con Jugadores Famosos,Premium Alta,Espectador Pasivo,Jóvenes (<25)
102,2026-05-10,12:13:31,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Fan Chips Jalapeño,Dulce,Individual,Q21 - Q30,No,Sí,Portugal,Probablemente sí,Argentina,Jude Bellingham,Un jugador famoso,2x1,No,Edición Argentina,Moderada,Casual,Adulto Maduro (35-54)
103,2026-03-30,13:59:45,55 Años O Más,Femenino,Alta Verapaz,Otro municipio,Empresario,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,Fan Chips Jalapeño,,Individual,Q16 - Q20,Sí,Sí,Francia,Probablemente sí,Brasil,Lamine Yamal; Lionel Messi; Kylian Mbappé,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Inglaterra,Premium Alta,Fanático Target (Alto),Adulto Mayor (55+)
104,2026-03-29,17:45:36,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante,3 A 5 Veces Por Semana,Gasolinera,Familia,Más De Q150,Caramel Goal Popcorn,Picante Chapín,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,No,Panamá,Definitivamente sí,Portugal,Neymar Jr.; Cristiano Ronaldo; Federico Valverde,Un jugador famoso,Sorteo de camisetas,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Joven (25-34)
105,2026-02-05,18:15:46,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Ama De Casa,Todos Los Días,Supermercado,Familia,Q51 - Q100,ChocoKick Bites; Caramel Goal Popcorn; CrunchMax BBQ,Limón,Familiar,Q10 - Q15,No,Sí,Francia,Probablemente sí,Alemania,Lamine Yamal; Vinícius Júnior,Humor,Sorteo de viajes,No,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
106,2026-03-12,09:49:06,35 - 44 Años,Masculino,El Progreso,Otro municipio,Empleado Público,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,CrunchMax BBQ,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Noruega,Definitivamente sí,Portugal,Lionel Messi; Vinícius Júnior; Harry Kane,Un jugador famoso,Sorteo de viajes,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
107,2026-03-25,19:17:25,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Todos Los Días,Supermercado,Amigos,Q25 - Q50,Energy Crunch Protein,Queso,Familiar,Q21 - Q30,Sí,Sí,Estados Unidos,Probablemente sí,Argentina,Cristiano Ronaldo; Lamine Yamal,Historias de aficionados,Descuento directo,No,Edición Argentina,Moderada,Casual,Adulto Maduro (35-54)
108,2026-03-13,07:04:47,18 - 24 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme,Barbacoa,Individual,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Estados Unidos,Kylian Mbappé; Lionel Messi,Un jugador famoso,Descuento directo,Sí,Edición España,Moderada,Casual,Jóvenes (<25)
109,2026-01-15,21:17:32,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Supermercado,Amigos,Q101 - Q150,Gol Nachos Supreme; ChocoKick Bites; Mundialitos Queso Picante,Queso,Para Compartir Entre 2 Personas,Q10 - Q15,No,No,Inglaterra,Definitivamente sí,México,Julián Álvarez; Alphonso Davies,Una selección nacional,Producto gratis,No,Edición Argentina,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
110,2026-02-13,21:25:41,25 - 34 Años,Femenino,Escuintla,Escuintla,Estudiante,Todos Los Días,Supermercado,Familia,Q51 - Q100,Hot Stadium Peanuts; Fan Chips Jalapeño; Victory Pretzels,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Brasil,Kylian Mbappé; Cristiano Ronaldo,Historias de aficionados,Sorteo de camisetas,Sí,Edición Con Tarjetas Coleccionables,Premium Alta,Fanático Target (Alto),Adulto Joven (25-34)
111,2026-01-24,08:15:47,Menos De 18 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Profesional Independiente,Varias Veces Al Mes,Kiosco escolar/universitario,Amigos,Q101 - Q150,ChocoKick Bites; CrunchMax BBQ; Hot Stadium Peanuts,Barbacoa,Tamaño Fiesta O Reunión,Menos De Q10,No,Sí,Brasil,Probablemente sí,Inglaterra,Vinícius Júnior; Cristiano Ronaldo; Federico Valverde,Una selección nacional,2x1,Sí,Edición Brasil,Sensible Al Precio,Fanático Target (Alto),Jóvenes (<25)
112,2026-03-19,09:58:39,25 - 34 Años,Masculino,Alta Verapaz,Alta Verapaz,Estudiante,Todos Los Días,Kiosco escolar/universitario,Amigos,Q101 - Q150,Fan Chips Jalapeño,Salado Tradicional,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,No,Argentina,Probablemente sí,México,Jude Bellingham; Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,Producto gratis,Sí,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
113,2026-03-21,18:00:39,45 - 54 Años,Femenino,Sololá,Cabecera municipal,Profesional Independiente,Todos Los Días,Kiosco escolar/universitario,Familia,Q51 - Q100,Gol Nachos Supreme,Queso,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí, ALEMANIA ,Probablemente no,Brasil,Kylian Mbappé; Lionel Messi; Vinícius Júnior,Una selección nacional,Descuento directo,Sí,Edición Mundial Fifa 2026,Premium Alta,Casual,Adulto Maduro (35-54)
